Category,Description,Carbohydrate,Cholesterol,Fiber,Kilocalories,Protein,RefusePercentage,SugarTotal,HouseholdWeights.1stHouseholdWeight,HouseholdWeights.2ndHouseholdWeight,fat
USDA CMDTY,"USDA CMDTY,PNUT BUTTER,SMOOTH",23.98,0.0,5.6999998089999995,588.0,21.93,0.0,6.5,32.0,258.0,41.576
REFRIED BNS,"REFRIED BNS,CND,VEGETARIAN",13.5,0.0,4.6999998089999995,83.0,5.28,0.0,0.589999974,242.42,444.0,0.8190000000000001
REFRIED BNS,"REFRIED BNS,CND,FAT-FREE",13.5,0.0,4.6999998089999995,79.0,5.34,0.0,0.610000014,231.08,445.0,0.424
FRIJOLES ROJOS VOLTEADOS (REFRIED BNS,"FRIJOLES ROJOS VOLTEADOS (REFRIED BNS,RED,CANNED)",15.47,0.0,4.6999998089999995,144.0,5.0,0.0,0.0,232.55,15.0,6.981
TEMPEH,"TEMPEH,CKD",9.35,0.0,0.0,196.0,18.19,0.0,0.0,0.0,0.0,9.783
SOY PROT ISOLATE,"SOY PROT ISOLATE,PROT TECHNOLOGIES INTERNATIONAL,SUPRO",0.0,0.0,0.0,388.0,87.75,0.0,0.0,28.35,0.0,3.271
SOY PROT ISOLATE,"SOY PROT ISOLATE,PROT TECHNOLOGIES INTERNATIONAL,PROPLUS",0.0,0.0,0.0,380.0,86.0,0.0,0.0,28.35,0.0,2.8
CAMPBELL SOUP CO.,"CAMPBELL SOUP CO.,CAMPBELL'S BRN SUGAR&BACON FLAV BKD BNS",23.08,2.0,6.1999998089999995,123.0,3.85,0.0,10.0,130.0,130.0,0.385
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,CAMPBELL'S PORK & BNS",19.23,4.0,5.400000095,106.0,4.62,0.0,6.150000095,130.0,130.0,0.385
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,PACE,TRADITIONAL REFRIED BNS",10.83,0.0,4.1999998089999995,67.0,4.17,0.0,2.5,120.0,120.0,0.0
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,PACE,SALSA REFRIED BNS",11.67,0.0,3.299999952,60.0,3.33,0.0,3.3299999239999996,120.0,120.0,0.0
CAMPBELL SOUP COMPANY,"CAMPBELL SOUP COMPANY,PACE,SPICY JALAPENO REFRIED BNS",11.67,0.0,4.1999998089999995,63.0,4.17,0.0,3.3299999239999996,120.0,120.0,0.0
VITASOY USA,"VITASOY USA,NASOYA LITE FIRM TOFU",1.3,0.0,0.600000024,54.0,8.3,0.0,0.200000003,79.0,79.0,0.5
VITASOY USA,"VITASOY USA,ORGANIC NASOYA SUPER FIRM CUBED TOFU",3.9,0.0,2.200000048,122.0,12.4,0.0,0.600000024,79.0,79.0,6.3999999999999995
VITASOY USA,"VITASOY USA,ORGANIC NASOYA EX FIRM TOFU",2.8,0.0,1.299999952,98.0,10.1,0.0,0.400000006,79.0,79.0,5.2
VITASOY USA,"VITASOY USA,ORGANIC NASOYA FIRM TOFU",2.3,0.0,0.800000012,84.0,8.9,0.0,0.300000012,79.0,79.0,4.4
VITASOY USA,"VITASOY USA,VITASOY ORGANIC CREAMY ORIGINAL SOYMILK",4.5,0.0,0.400000006,44.0,2.9,0.0,2.0,243.0,243.0,1.5999999999999999
VITASOY USA,"VITASOY USA,VITASOY ORGNAIC CLASSIC ORIGINAL SOYMILK",4.5,0.0,0.400000006,47.0,3.2,0.0,2.0,243.0,243.0,1.81
VITASOY USA,"VITASOY USA,VITASOY LT VANILLA SOYMILK",4.1,0.0,0.10000000099999999,30.0,1.6,0.0,2.900000095,243.0,243.0,0.78
SILK PLN,"SILK PLN,SOYMILK",3.29,0.0,0.400000006,41.0,2.88,0.0,2.470000029,243.0,0.0,0.20600000000000002
SILK VANILLA,"SILK VANILLA,SOYMILK",4.12,0.0,0.400000006,41.0,2.47,0.0,2.8800001139999996,243.0,0.0,0.20600000000000002
SILK CHOC,"SILK CHOC,SOYMILK",9.47,0.0,0.800000012,58.0,2.06,0.0,7.820000172,243.0,0.0,0.20600000000000002
SILK LT PLN,"SILK LT PLN,SOYMILK",3.29,0.0,0.400000006,29.0,2.47,0.0,2.470000029,243.0,0.0,0.0
SILK LT VANILLA,"SILK LT VANILLA,SOYMILK",4.12,0.0,0.400000006,33.0,2.47,0.0,2.8800001139999996,243.0,0.0,0.0
SILK LT CHOC,"SILK LT CHOC,SOYMILK",9.05,0.0,0.800000012,49.0,2.06,0.0,7.820000172,243.0,0.0,0.0
SILK PLUS OMEGA-3 DHA,"SILK PLUS OMEGA-3 DHA,SOYMILK",3.29,0.0,0.400000006,45.0,2.88,0.0,2.470000029,243.0,0.0,0.20600000000000002
SILK PLUS FOR BONE HEALTH,"SILK PLUS FOR BONE HEALTH,SOYMILK",4.53,0.0,0.800000012,41.0,2.47,0.0,2.8800001139999996,243.0,0.0,0.20600000000000002
SILK PLUS FIBER,"SILK PLUS FIBER,SOYMILK",5.76,0.0,2.099999905,41.0,2.47,0.0,2.8800001139999996,243.0,0.0,0.20600000000000002
SILK UNSWTND,"SILK UNSWTND,SOYMILK",1.65,0.0,0.400000006,33.0,2.88,0.0,0.40999999600000003,243.0,0.0,0.20600000000000002
SILK VERY VANILLA,"SILK VERY VANILLA,SOYMILK",7.82,0.0,0.400000006,53.0,2.47,0.0,6.579999924,243.0,0.0,0.20600000000000002
SILK NOG,"SILK NOG,SOYMILK",12.3,0.0,0.0,74.0,2.46,0.0,9.840000153,122.0,0.0,0.0
SILK CHAI,"SILK CHAI,SOYMILK",7.82,0.0,0.0,53.0,2.47,0.0,5.760000229,243.0,0.0,0.20600000000000002
SILK MOCHA,"SILK MOCHA,SOYMILK",9.05,0.0,0.0,58.0,2.06,0.0,7.409999847000001,243.0,0.0,0.20600000000000002
SILK COFFEE,"SILK COFFEE,SOYMILK",10.29,0.0,0.0,62.0,2.06,0.0,9.470000267,243.0,0.0,0.20600000000000002
BEANS,"BEANS,ADZUKI,MATURE SD,CKD,BLD,W/SALT",24.77,0.0,7.3000001910000005,128.0,7.52,0.0,0.0,230.0,0.0,0.036000000000000004
BEANS,"BEANS,BLACK,MATURE SEEDS,CKD,BLD,W/SALT",23.71,0.0,8.699999809,132.0,8.86,0.0,0.0,172.0,0.0,0.41700000000000004
BEANS,"BEANS,BLACK TURTLE SOUP,MATURE SEEDS,CKD,BLD,W/SALT",24.35,0.0,5.3000001910000005,130.0,8.18,0.0,0.319999993,185.0,0.0,0.268
BEANS,"BEANS,CRANBERRY (ROMAN),MATURE SEEDS,CKD,BLD,W/SALT",24.46,0.0,10.0,136.0,9.34,0.0,0.0,177.0,0.0,0.358
BEANS,"BEANS,FRENCH,MATURE SEEDS,CKD,BLD,W/SALT",24.02,0.0,9.399999618999999,129.0,7.05,0.0,0.0,177.0,0.0,0.588
BEANS,"BEANS,GREAT NORTHERN,MATURE SEEDS,CKD,BLD,W/SALT",21.09,0.0,7.0,118.0,8.33,0.0,0.0,177.0,0.0,0.348
BEANS,"BEANS,KIDNEY,ALL TYPES,MATURE SEEDS,CKD,BLD,W/SALT",22.8,0.0,6.400000095,127.0,8.67,0.0,0.319999993,177.0,0.0,0.386
BEANS,"BEANS,KIDNEY,CALIFORNIA RED,MATURE SEEDS,CKD,BLD,W/SALT",22.41,0.0,9.300000191,124.0,9.13,0.0,0.0,177.0,0.0,0.07300000000000001
BEANS,"BEANS,KIDNEY,RED,MATURE SEEDS,CKD,BLD,W/SALT",22.8,0.0,7.400000095,127.0,8.67,0.0,0.319999993,177.0,0.0,0.386
BEANS,"BEANS,KIDNEY,ROYAL RED,MATURE SEEDS,CKD,BLD W/SALT",21.85,0.0,9.300000191,123.0,9.49,0.0,0.0,177.0,0.0,0.13
BEANS,"BEANS,NAVY,MATURE SEEDS,CKD,BLD,W/SALT",26.05,0.0,10.5,140.0,8.23,0.0,0.370000005,182.0,0.0,0.73
BEANS,"BEANS,PINK,MATURE SEEDS,CKD,BLD,W/SALT",27.91,0.0,5.3000001910000005,149.0,9.06,0.0,0.360000014,169.0,0.0,0.378
BEANS,"BEANS,PINTO,MATURE SEEDS,CKD,BLD,W/SALT",26.22,0.0,9.0,143.0,9.01,0.0,0.34000000399999997,171.0,0.0,0.40299999999999997
BEANS,"BEANS,SML WHITE,MATURE SEEDS,CKD,BLD,W/SALT",25.81,0.0,10.39999962,142.0,8.97,0.0,0.0,179.0,0.0,0.498
BEANS,"BEANS,YEL,MATURE SEEDS,CKD,BLD,W/SALT",25.27,0.0,10.39999962,144.0,9.16,0.0,0.0,177.0,0.0,0.839
BEANS,"BEANS,WHITE,MATURE SEEDS,CKD,BLD,W/ SALT",25.09,0.0,6.3000001910000005,139.0,9.73,0.0,0.34000000399999997,179.0,0.0,0.274
BROADBEANS (FAVA BNS),"BROADBEANS (FAVA BNS),MATURE SEEDS,CKD,BLD,W/SALT",19.65,0.0,5.400000095,110.0,7.6,0.0,1.820000052,170.0,0.0,0.309
CHICKPEAS,"CHICKPEAS,MATURE SEEDS,CKD,BLD,W/SALT",27.42,0.0,7.599999905,164.0,8.86,0.0,4.8000001910000005,164.0,0.0,2.008
COWPEAS,"COWPEAS,CATJANG,MATURE SEEDS,CKD,BLD,W/SALT",20.32,0.0,3.599999905,117.0,8.13,0.0,0.0,171.0,0.0,0.5469999999999999
COWPEAS,"COWPEAS,COMMON,MATURE SEEDS,CKD,BLD,W/SALT",20.76,0.0,6.5,116.0,7.73,0.0,3.299999952,171.0,0.0,0.40700000000000003
HYACINTH BNS,"HYACINTH BNS,MATURE SEEDS,CKD,BLD,W/SALT",20.7,0.0,0.0,117.0,8.14,0.0,0.0,194.0,0.0,0.099
LENTILS,"LENTILS,MATURE SEEDS,CKD,BLD,W/SALT",19.54,0.0,7.900000095,114.0,9.02,0.0,1.7999999519999998,198.0,0.0,0.292
LIMA BNS,"LIMA BNS,LRG,MATURE SEEDS,CKD,BLD,W/SALT",20.88,0.0,7.0,115.0,7.8,0.0,2.900000095,188.0,0.0,0.29400000000000004
LIMA BNS,"LIMA BNS,THIN SEEDED (BABY),MATURE SEEDS,CKD,BLD,W/SALT",23.31,0.0,7.6999998089999995,126.0,8.04,0.0,0.0,182.0,0.0,0.291
LUPINS,"LUPINS,MATURE SEEDS,CKD,BLD,W/SALT",9.29,0.0,2.799999952,116.0,15.57,0.0,0.0,166.0,0.0,2.256
MOTHBEANS,"MOTHBEANS,MATURE SEEDS,CKD,BLD,W/SALT",20.96,0.0,0.0,117.0,7.81,0.0,0.0,177.0,0.0,0.424
MUNG BNS,"MUNG BNS,MATURE SEEDS,CKD,BLD,W/SALT",19.15,0.0,7.599999905,105.0,7.02,0.0,2.0,202.0,0.0,0.298
MUNGO BNS,"MUNGO BNS,MATURE SEEDS,CKD,BLD,W/SALT",18.34,0.0,6.400000095,105.0,7.54,0.0,2.00999999,180.0,0.0,0.426
PEAS,"PEAS,SPLIT,MATURE SEEDS,CKD,BLD,W/SALT",20.51,0.0,8.300000191,116.0,8.34,0.0,2.900000095,196.0,0.0,0.3
PEANUTS,"PEANUTS,ALL TYPES,OIL-ROASTED,WO/SALT",18.92,0.0,6.900000095,581.0,26.35,0.0,4.159999847,133.0,28.0,46.885000000000005
PEANUTS,"PEANUTS,ALL TYPES,DRY-ROASTED,WO/SALT",21.51,0.0,8.0,585.0,23.68,0.0,4.179999828,146.0,28.0,47.227000000000004
PEANUTS,"PEANUTS,SPANISH,OIL-ROASTED,WO/SALT",17.45,0.0,8.899999618999999,579.0,28.01,0.0,0.0,147.0,28.0,46.636
PEANUTS,"PEANUTS,VALENCIA,OIL-ROASTED,WO/SALT",16.3,0.0,8.899999618999999,589.0,27.04,0.0,0.0,144.0,28.0,48.731
PEANUTS,"PEANUTS,VIRGINIA,OIL-ROASTED,WO/SALT",19.86,0.0,8.899999618999999,578.0,25.87,0.0,0.0,143.0,28.0,46.236
PIGEON PEAS (RED GM),"PIGEON PEAS (RED GM),MATURE SEEDS,CKD,BLD,W/SALT",23.25,0.0,6.6999998089999995,121.0,6.76,0.0,0.0,168.0,0.0,0.291
SOYBEANS,"SOYBEANS,MATURE SEEDS,CKD,BLD,W/SALT",9.93,0.0,6.0,173.0,16.64,0.0,3.0,172.0,0.0,8.342
SOYBEANS,"SOYBEANS,MATURE SEEDS,RSTED,NO SALT ADDED",33.55,0.0,17.70000076,471.0,35.22,0.0,0.0,172.0,0.0,23.623
SOY FLR,"SOY FLR,FULL-FAT,RAW,CRUDE PROT BASIS (N X 6.25)",31.93,0.0,9.600000381000001,434.0,37.8,0.0,0.0,85.0,0.0,19.205
SOY FLR,"SOY FLR,FULL-FAT,RSTD,CRUDE PROT BASIS (N X 6.25)",30.38,0.0,0.0,439.0,38.09,0.0,0.0,85.0,0.0,20.331999999999997
SOY FLR,"SOY FLR,DEFATTED,CRUDE PROT BASIS (N X 6.25)",30.63,0.0,16.0,372.0,49.81,0.0,14.57999992,100.0,0.0,6.965
SOY FLR,"SOY FLR,LOW-FAT,CRUDE PROT BASIS (N x 6.25)",33.58,0.0,10.19999981,369.0,50.93,0.0,19.79999924,88.0,0.0,6.231000000000001
SOY MEAL,"SOY MEAL,DEFATTED,RAW,CRUDE PROT BASIS (N X 6.25)",35.89,0.0,0.0,337.0,49.2,0.0,0.0,122.0,0.0,1.722
SOY PROT CONC,"SOY PROT CONC,PRODUCED BY ACID WASH",30.91,0.0,5.5,331.0,58.13,0.0,20.0,28.35,0.0,0.332
SOY PROT CONC,"SOY PROT CONC,CRUDE PROT BASIS (N X 6.25),ACID WASH",25.41,0.0,5.5,328.0,63.63,0.0,0.0,28.35,0.0,0.332
SOY PROT ISOLATE,"SOY PROT ISOLATE,K TYPE",10.22,0.0,5.599999905,326.0,80.69,0.0,0.0,28.35,0.0,0.493
SOY PROT ISOLATE,"SOY PROT ISOLATE,K TYPE,CRUDE PROT BASIS",2.59,0.0,2.0,321.0,88.32,0.0,0.0,28.35,0.0,0.425
SOY SAU MADE FROM SOY&WHEAT (SHOYU),"SOY SAU MADE FROM SOY&WHEAT (SHOYU),LO NA",8.51,0.0,0.800000012,53.0,5.17,0.0,1.7000000480000002,255.0,16.0,0.058
TOFU,"TOFU,RAW,FIRM,PREP W/CA SULFATE",4.27,0.0,2.299999952,145.0,15.78,0.0,0.0,126.0,81.0,8.107
TOFU,"TOFU,RAW,REG,PREP W/CA SULFATE",1.88,0.0,0.300000012,76.0,8.08,0.0,0.0,124.0,116.0,4.446
TOFU,"TOFU,DRIED-FROZEN (KOYADOFU),PREP W/CA SULFATE",12.79,0.0,1.200000048,472.0,47.94,0.0,0.0,17.0,0.0,28.217
TOFU,"TOFU,FRIED,PREP W/CA SULFATE",10.5,0.0,3.900000095,271.0,17.19,0.0,0.0,13.0,0.0,18.764
TOFU,"TOFU,SALTED&FERMENTED (FUYU),PREP W/CA SULFATE",5.15,0.0,0.0,116.0,8.15,0.0,0.0,11.0,0.0,7.4399999999999995
YARDLONG BNS,"YARDLONG BNS,YARDLONG,MATURE SEEDS,CKD,BLD,W/SALT",21.09,0.0,3.799999952,118.0,8.29,0.0,0.0,171.0,0.0,0.348
WINGED BNS,"WINGED BNS,MATURE SEEDS,CKD,BLD,W/SALT",14.94,0.0,0.0,147.0,10.62,0.0,0.0,172.0,0.0,4.529
LOMA LINDA LITTLE LINKS,"LOMA LINDA LITTLE LINKS,CND,UNPREP",5.53,1.0,4.1999998089999995,221.0,19.38,0.0,0.7900000209999999,46.0,0.0,13.2
LOMA LINDA FRIED CHIK'N W/ GRAVY,"LOMA LINDA FRIED CHIK'N W/ GRAVY,CND,UNPREP",5.2,1.0,2.799999952,181.0,13.15,0.0,0.560000002,80.0,0.0,11.9
LOMA LINDA LOFAT BIG FRANKS,"LOMA LINDA LOFAT BIG FRANKS,CND,UNPREP",4.9,0.0,4.099999905,154.0,23.1,0.0,0.34000000399999997,51.0,0.0,4.7
LOMA LINDA DINNER CUTS,"LOMA LINDA DINNER CUTS,CND,UNPREP",4.15,1.0,2.400000095,104.0,19.46,0.0,0.40999999600000003,92.0,0.0,1.0
LOMA LINDA TENDER ROUNDS W/ GRAVY,"LOMA LINDA TENDER ROUNDS W/ GRAVY,CND,UNPREP",7.4,1.0,3.5,145.0,16.26,0.0,1.0299999709999998,80.0,0.0,4.33
LOMA LINDA SWISS STAKE W/ GRAVY,"LOMA LINDA SWISS STAKE W/ GRAVY,CND,UNPREP",10.37,1.0,3.200000048,141.0,10.17,0.0,0.910000026,92.0,0.0,6.16
LOMA LINDA VEGE-BURGER,"LOMA LINDA VEGE-BURGER,CND,UNPREP",3.72,0.0,2.599999905,115.0,22.22,0.0,0.8500000240000001,55.0,0.0,1.16
LOMA LINDA REDI-BURGER,"LOMA LINDA REDI-BURGER,CND,UNPREP",8.15,0.0,4.3000001910000005,149.0,21.89,0.0,1.210000038,85.0,0.0,2.79
LOMA LINDA TENDER BITS,"LOMA LINDA TENDER BITS,CND,UNPREP",8.29,0.0,4.3000001910000005,135.0,15.12,0.0,0.589999974,85.0,0.0,4.4
LOMA LINDA LINKETTS,"LOMA LINDA LINKETTS,CND,UNPREP",4.35,0.0,3.0,208.0,21.29,0.0,0.280000001,35.0,0.0,11.46
WORTHINGTON CHILI,"WORTHINGTON CHILI,CND,UNPREP",10.87,0.0,3.400000095,123.0,10.39,0.0,1.299999952,230.0,0.0,4.46
WORTHINGTON CHOPLETS,"WORTHINGTON CHOPLETS,CND,UNPREP",4.06,0.0,2.799999952,103.0,19.39,0.0,0.419999987,92.0,0.0,0.8
WORTHINGTON DICED CHIK,"WORTHINGTON DICED CHIK,CND,UNPREP",3.74,1.0,1.399999976,80.0,14.71,0.0,0.10000000099999999,55.0,0.0,0.0
WORTHINGTON FRICHIK,"WORTHINGTON FRICHIK,CND,UNPREP",3.36,1.0,1.5,160.0,13.43,0.0,0.10000000099999999,90.0,0.0,9.26
WORTHINGTON LOFAT FRI CHIK,"WORTHINGTON LOFAT FRI CHIK,CND,UNPREP",4.9,1.0,1.0,102.0,14.31,0.0,0.029999999,85.0,0.0,2.13
WORTHINGTON LOFAT VEJA-LINKS,"WORTHINGTON LOFAT VEJA-LINKS,CND,UNPREP",4.28,2.0,1.200000048,123.0,15.79,0.0,0.699999988,31.0,0.0,4.390000000000001
WORTHINGTON MULTIGRAIN CUTLETS,"WORTHINGTON MULTIGRAIN CUTLETS,CND,UNPREP",6.0,0.0,3.099999905,108.0,18.1,0.0,0.600000024,92.0,0.0,1.3
WORTHINGTON PRIME STAKES,"WORTHINGTON PRIME STAKES,CND,UNPREP",7.52,1.0,1.399999976,135.0,10.16,0.0,0.300000012,92.0,0.0,6.2
WORTHINGTON SAUCETTES,"WORTHINGTON SAUCETTES,CND,UNPREP",5.59,2.0,2.799999952,219.0,14.99,0.0,0.23000000399999998,38.0,0.0,0.0
WORTHINGTON SUPER LINKS,"WORTHINGTON SUPER LINKS,CND,UNPREP",5.5,1.0,1.7999999519999998,219.0,14.46,0.0,0.610000014,48.0,0.0,13.5
WORTHINGTON TURKEE SLICES,"WORTHINGTON TURKEE SLICES,CND,UNPREP",5.63,1.0,0.0,202.0,14.5,0.0,1.299999952,94.0,0.0,14.5
WORTHINGTON VEG SKALLOPS,"WORTHINGTON VEG SKALLOPS,CND,UNPREP",4.56,0.0,3.400000095,109.0,19.89,0.0,0.34000000399999997,85.0,0.0,0.81
WORTHINGTON VEG STEAKS,"WORTHINGTON VEG STEAKS,CND,UNPREP",5.05,0.0,2.200000048,113.0,20.68,0.0,0.5299999710000001,72.0,0.0,0.0
WORTHINGTON VEGETARIAN BURGER,"WORTHINGTON VEGETARIAN BURGER,CND,UNPREP",6.21,0.0,2.700000048,126.0,18.64,0.0,0.560000002,55.0,0.0,2.69
WORTHINGTON VEJA-LINKS,"WORTHINGTON VEJA-LINKS,CND,UNPREP",4.13,3.0,3.299999952,155.0,14.59,0.0,0.469999999,31.0,0.0,7.779999999999999
WORTHINGTON CHIC-KETTS,"WORTHINGTON CHIC-KETTS,FRZ,UNPREP",4.6,0.0,3.700000048,204.0,25.91,0.0,0.839999974,55.0,0.0,9.1
WORTHINGTON MEATLESS CHICK,"WORTHINGTON MEATLESS CHICK,FRZ,UNPREP",4.28,1.0,2.400000095,153.0,16.08,0.0,0.75,55.0,0.0,7.63
WORTHINGTON MEATLESS CORNED BF,"WORTHINGTON MEATLESS CORNED BF,FRZ,UNPREP",9.87,1.0,4.6999998089999995,244.0,18.62,0.0,2.099999905,57.0,0.0,14.34
WORTHINGTON DINNER RST,"WORTHINGTON DINNER RST,FRZ,UNPREP",6.87,1.0,3.099999905,213.0,16.04,0.0,0.9800000190000001,85.0,0.0,13.4
WORTHINGTON FRIPATS,"WORTHINGTON FRIPATS,FRZ,UNPREP",7.95,2.0,2.799999952,209.0,23.73,0.0,1.370000005,64.0,0.0,8.76
WORTHINGTON DINNER RST,"WORTHINGTON DINNER RST,FRZ,UNPREP",6.87,1.0,3.0,213.0,16.04,0.0,0.9800000190000001,85.0,0.0,13.4
WORTHINGTON PROSAGE LINKS,"WORTHINGTON PROSAGE LINKS,FRZ,UNPREP",5.03,2.0,2.799999952,143.0,20.17,0.0,0.7699999809999999,45.0,0.0,4.7
WORTHINGTON PROSAGE ROLL,"WORTHINGTON PROSAGE ROLL,FRZ,UNPREP",5.95,2.0,3.5,261.0,19.61,0.0,0.150000006,55.0,0.0,17.5
WORTHINGTON SMOKED TURKEY,"WORTHINGTON SMOKED TURKEY,FRZ,UNPREP",7.93,0.0,1.100000024,251.0,18.54,0.0,2.400000095,55.0,0.0,15.100000000000001
WORTHINGTON STAKELETS,"WORTHINGTON STAKELETS,FRZ,UNPREP",9.56,1.0,2.799999952,211.0,19.7,0.0,1.159999967,71.0,0.0,10.4
WORTHINGTON STRIPPLES,"WORTHINGTON STRIPPLES,FRZ,UNPREP",14.3,2.0,5.099999905,346.0,12.4,0.0,0.800000012,16.0,0.0,26.599999999999998
WORTHINGTON WHAM,"WORTHINGTON WHAM,FRZ,UNPREP",5.71,0.0,0.0,196.0,17.83,0.0,3.200000048,55.0,0.0,9.89
MORNINGSTAR FARMS BRKFST PATTIE MADE W/ ORG SOY,"MORNINGSTAR FARMS BRKFST PATTIE MADE W/ ORG SOY,FRZ,UNPREP",10.6,2.0,4.3000001910000005,205.0,22.1,0.0,1.5,38.0,0.0,8.2
MORNINGSTAR FARMS OKARA PATTIES MADE W/ ORG SOY,"MORNINGSTAR FARMS OKARA PATTIES MADE W/ ORG SOY,FRZ,UNPREP",9.6,1.0,4.5,178.0,18.6,0.0,1.200000048,64.0,0.0,6.8999999999999995
MORNINGSTAR FARMS RSTD HERB CHIK'N W/ ORG SOY,"MORNINGSTAR FARMS RSTD HERB CHIK'N W/ ORG SOY,FRZ,UNPREP",13.6,1.0,2.700000048,167.0,18.9,0.0,1.399999976,64.0,0.0,4.1
MORNINGSTAR FARMS CHEDDAR BURGER,"MORNINGSTAR FARMS CHEDDAR BURGER,FRZ,UNPREP",16.1,12.0,5.0,222.0,19.7,0.0,1.7999999519999998,64.0,0.0,9.7
MORNINGSTAR FARMS GRILLERS ORIGINAL,"MORNINGSTAR FARMS GRILLERS ORIGINAL,FRZ,UNPREP",8.5,3.0,4.400000095,213.0,23.9,0.0,1.200000048,64.0,0.0,9.299999999999999
MORNINGSTAR FARMS GRILLERS PRIME,"MORNINGSTAR FARMS GRILLERS PRIME,FRZ,UNPREP",5.9,1.0,2.599999905,238.0,24.0,0.0,0.300000012,71.0,0.0,13.2
MORNINGSTAR FARMS MUSHROOM LOVER'S BURGER,"MORNINGSTAR FARMS MUSHROOM LOVER'S BURGER,FRZ,UNPREP",11.8,0.0,1.200000048,169.0,11.6,0.0,1.600000024,64.0,0.0,8.700000000000001
MORNINGSTAR FARMS TOMATO & BASIL PIZZA BURGER,"MORNINGSTAR FARMS TOMATO & BASIL PIZZA BURGER,FRZ,UNPREP",11.1,11.0,3.700000048,181.0,15.5,0.0,2.400000095,67.0,0.0,8.16
MORNINGSTAR FARMS MEATFREE BUFFALO WINGS,"MORNINGSTAR FARMS MEATFREE BUFFALO WINGS,FRZ,UNPREP",23.3,0.0,3.700000048,230.0,14.5,0.0,2.0,85.0,0.0,9.34
MORNINGSTAR FARMS CHIK'N NUGGETS,"MORNINGSTAR FARMS CHIK'N NUGGETS,FRZ,UNPREP",20.79,1.0,2.299999952,218.0,14.19,0.0,1.299999952,86.0,0.0,7.75
MORNINGSTAR FARMS CHIK PATTIES ORIGINAL,"MORNINGSTAR FARMS CHIK PATTIES ORIGINAL,FRZ,UNPREP",22.9,0.0,3.0,197.0,11.8,0.0,2.0,71.0,0.0,6.8999999999999995
MORNINGSTAR FARMS ITALIAN HERB CHIK PATTIES,"MORNINGSTAR FARMS ITALIAN HERB CHIK PATTIES,FRZ,UNPREP",31.1,0.0,3.400000095,236.0,13.6,0.0,1.5,71.0,0.0,6.949999999999999
MORNINGSTAR FARMS ORIGINAL CHIK'N TENDERS,"MORNINGSTAR FARMS ORIGINAL CHIK'N TENDERS,FRZ,UNPREP",25.2,0.0,3.599999905,233.0,14.7,0.0,0.600000024,81.0,0.0,8.049999999999999
MORNINGSTAR FARMS MEATLESS CORN DOGS,"MORNINGSTAR FARMS MEATLESS CORN DOGS,FRZ,UNPREP",31.67,0.0,4.1999998089999995,228.0,11.38,0.0,7.420000076,71.0,0.0,6.569999999999999
MORNINGSTAR FARMS MEATLESS MINI CORN DOGS,"MORNINGSTAR FARMS MEATLESS MINI CORN DOGS,FRZ,UNPREP",29.29,1.0,4.1999998089999995,229.0,13.44,0.0,3.49000001,76.0,0.0,4.909999999999999
MORNINGSTAR FARMS MEAL STARTERS CHIK'N STRIPS,"MORNINGSTAR FARMS MEAL STARTERS CHIK'N STRIPS,FRZ,UNPREP",6.7,0.0,1.399999976,164.0,26.8,0.0,1.200000048,85.0,0.0,3.79
MORNINGSTAR FARMS MEAL STARTERS STEAK STRIPS,"MORNINGSTAR FARMS MEAL STARTERS STEAK STRIPS,FRZ,UNPREP",9.0,0.0,1.100000024,173.0,26.1,0.0,1.200000048,85.0,0.0,4.01
MORNINGSTAR FARMS SAUSAGE STYLE RECIPE CRUMBLES,"MORNINGSTAR FARMS SAUSAGE STYLE RECIPE CRUMBLES,FRZ,UNPREP",13.7,0.0,2.0,164.0,17.8,0.0,1.100000024,55.0,0.0,4.0
LAMB,"LAMB,DOM,COMP OF RTL CUTS,LN&FAT,1/4""FAT,CHOIC,RAW",0.0,72.0,0.0,267.0,16.88,23.0,0.0,28.35,454.0,20.03
LAMB,"LAMB,DOM,COMP OF RTL CUTS,LN&FAT,1/4""FAT,CHOIC,CKD",0.0,97.0,0.0,294.0,24.52,25.0,0.0,242.0,85.0,19.16
LAMB,"LAMB,DOM,COMP OF RTL CUTS,LN,1/4""FAT,CHOIC,RAW",0.0,65.0,0.0,134.0,20.29,42.0,0.0,28.35,454.0,4.47
LAMB,"LAMB,DOM,COMP OF RTL CUTS,LN,1/4""FAT,CHOIC,CKD",0.0,92.0,0.0,206.0,28.22,42.0,0.0,187.0,85.0,8.19
LAMB,"LAMB,DOM,COMP OF RTL CUTS,FAT,1/4""FAT,CHOIC,RAW",0.0,90.0,0.0,665.0,6.65,0.0,0.0,28.35,454.0,66.7
LAMB,"LAMB,DOM,COMP OF RTL CUTS,FAT,1/4""FAT,CHOIC,CKD",0.0,114.0,0.0,586.0,12.16,0.0,0.0,286.0,85.0,55.9
LAMB,"LAMB,DOM,FORESHANK,LN&FAT,1/4""FAT,CHOIC,RAW",0.0,72.0,0.0,201.0,18.91,52.0,0.0,28.35,454.0,12.38
LAMB,"LAMB,DOM,FORESHANK,LN&FAT,1/4""FAT,CHOIC,CKD,BRSD",0.0,106.0,0.0,243.0,28.37,56.0,0.0,148.0,85.0,12.28
