Category,Description,Carbohydrate,Cholesterol,Fiber,Kilocalories,Protein,RefusePercentage,SugarTotal,HouseholdWeights.1stHouseholdWeight,HouseholdWeights.2ndHouseholdWeight,fat
BREAD,"BREAD,RICE BRAN,TOASTED",47.3,0.0,5.3000001910000005,264.0,9.7,0.0,5.079999924,28.35,25.0,4.482
BREAD,"BREAD,WHEAT GERM,TOASTED",54.3,1.0,2.299999952,293.0,10.7,0.0,4.139999866,28.35,25.0,2.9210000000000003
MUFFINS,"MUFFINS,BLUEBERRY,TOASTER-TYPE,TSTD",56.7,5.0,1.899999976,333.0,4.9,0.0,12.94999981,28.35,31.0,9.399
MUFFINS,"MUFFINS,WHEAT BRAN,TOASTER-TYPE W/RAISINS,TSTD",55.5,9.0,8.199999809,313.0,5.5,0.0,23.06999969,28.35,34.0,8.639
PANCAKES,"PANCAKES,BTTRMLK,PREP FROM RECIPE",28.7,58.0,0.0,227.0,6.8,0.0,0.0,28.35,38.0,8.679
ROLLS,"ROLLS,DINNER,PLN,PREP FROM RECIPE,MADE W/LOFAT (2%) MILK",53.4,35.0,1.899999976,316.0,8.5,0.0,0.0,28.35,43.0,6.682
PIE CRUST,"PIE CRUST,COOKIE-TYPE,PREP FROM RECIPE,CHOC WAFER,CHILLED",54.4,1.0,1.5,506.0,5.1,0.0,22.10000038,223.0,28.0,29.174
PIE CRUST,"PIE CRUST,COOKIE-TYPE,PREP FR RECIPE,GRAHAM CRACKER,CHILLED",63.9,0.0,1.5,484.0,4.1,0.0,37.56999969,244.0,30.0,23.003
CRACKERS,"CRACKERS,MATZO,EGG&ONION",77.1,45.0,5.0,391.0,10.0,0.0,0.0,28.35,14.0,2.924
PIE CRUST,"PIE CRUST,COOKIE-TYPE,PREP FROM RECIPE,VANILLA WAFER,CHILLED",50.2,39.0,0.100000001,531.0,3.7,0.0,7.329999924,129.0,176.0,33.763000000000005
PIE CRUST,"PIE CRUST,STANDARD-TYPE,PREP FROM RECIPE,UNBAKED",42.3,0.0,3.400000095,469.0,5.7,0.0,0.150000006,194.0,24.0,29.29300000000001
WAFFLES,"WAFFLES,PLN,FRZ,READY -TO-HEAT,TSTD",49.29,15.0,2.400000095,312.0,7.19,0.0,5.019999981000001,28.35,33.0,8.749
BAGELS,"BAGELS,PLN,ENR,WO/CA PROP (INCL ONION,POPPY,SESAME)",53.4,0.0,2.299999952,275.0,10.5,0.0,0.0,26.0,69.0,1.047
BAGELS,"BAGELS,PLN,UNENR,W/CA PROP (INCL ONION,POPPY,SESAME)",53.4,0.0,2.299999952,275.0,10.5,0.0,0.0,26.0,69.0,1.047
BAGELS,"BAGELS,PLN,UNENR,WO/CA PROP (INCL ONION,POPPY,SESAME)",53.4,0.0,2.299999952,275.0,10.5,0.0,0.0,26.0,69.0,1.047
BREAD,"BREAD,CORNBREAD,DRY MIX,UNENR (INCL CORN MUFFIN MIX)",69.5,2.0,6.5,418.0,7.0,0.0,0.0,28.35,241.0,11.492
BREAD,"BREAD,PITA,WHITE,UNENR",55.7,0.0,2.200000048,275.0,9.1,0.0,0.0,28.35,60.0,0.8059999999999999
BREAD,"BREAD,RAISIN,UNENRICHED",52.3,0.0,4.3000001910000005,274.0,7.9,0.0,0.0,28.35,32.0,4.053999999999999
BREAD,"BREAD,WHITE,COMMLY PREP,LO NA NO SALT",49.5,1.0,2.299999952,267.0,8.2,0.0,4.309999943,45.0,35.0,3.167
CAKE,"CAKE,POUND,COMMLY PREP,OTHER THAN ALL BUTTER,UNENR",52.5,58.0,1.0,389.0,5.2,0.0,0.0,30.0,28.0,16.833
CAKE,"CAKE,WHITE,DRY MIX,PUDDING-TYPE,UNENR",81.0,0.0,0.699999988,423.0,3.9,0.0,0.0,28.35,524.0,8.975999999999997
CAKE,"CAKE,YEL,DRY MIX,REG,UNENR",78.1,2.0,1.100000024,432.0,4.4,0.0,0.0,28.35,524.0,10.976
COOKIES,"COOKIES,BUTTER,COMMLY PREP,UNENR",68.9,117.0,0.800000012,467.0,6.1,0.0,0.0,28.35,5.0,17.555
COOKIES,"COOKIES,CHOC CHIP,COMMLY PREP,REG,HIGHER FAT,UNENR",66.8,0.0,2.5,481.0,5.4,0.0,0.0,28.35,10.0,21.514
COOKIES,"COOKIES,LADYFINGERS,WO/LEMON JUC&RIND",59.7,221.0,1.0,365.0,10.6,0.0,0.0,28.35,13.0,9.341000000000001
CRACKERS,"CRACKERS,MELBA TOAST,PLN,WO/SALT",76.6,0.0,6.3000001910000005,390.0,12.1,0.0,0.0,70.0,30.0,2.509
CRACKERS,"CRACKERS,SALTINES,LO SALT (INCL OYSTER,SODA,SOUP)",74.34,0.0,2.900000095,421.0,9.5,0.0,2.220000029,45.0,3.0,8.316
CRACKERS,"CRACKERS,SALTINES,UNSALTED TOPS (INCL OYSTER,SODA,SOUP)",71.5,0.0,3.0,434.0,9.2,0.0,0.0,3.0,14.0,11.033
CRACKERS,"CRACKERS,STD SNACK-TYPE,REG,LO SALT",61.0,0.0,1.600000024,502.0,7.4,0.0,1.7899999619999998,62.0,72.0,23.961
CRACKERS,"CRACKERS,WHEAT,LOW SALT",64.9,0.0,4.5,473.0,8.6,0.0,13.03999996,3.0,0.0,19.422
CRACKERS,"CRACKERS,WHOLE-WHEAT,LO SALT",68.6,0.0,10.5,443.0,8.8,0.0,0.370000005,94.0,4.0,15.869000000000002
DANISH PASTRY,"DANISH PASTRY,CINN,UNENR",44.6,21.0,1.200000048,403.0,7.0,0.0,0.0,28.35,142.0,21.129
DANISH PASTRY,"DANISH PASTRY,FRUIT,UNENR (INCL APPL,CINN,RAISIN,STRAWBERRY)",47.8,40.0,1.899999976,371.0,5.4,0.0,0.0,28.35,142.0,10.270999999999999
BREAD,"BREAD,WHITE,COMMLY PREP,TSTD,LO NA NO SALT",54.4,1.0,0.0,293.0,9.0,0.0,0.0,28.35,23.0,3.4810000000000003
DANISH PASTRY,"DANISH PASTRY,LEMON,UNENR",47.8,40.0,1.899999976,371.0,5.4,0.0,0.0,28.35,71.0,10.270999999999999
CRACKERS,"CRACKERS,CHS,LO NA",58.2,13.0,2.400000095,503.0,10.1,0.0,0.280000001,62.0,72.0,23.94700000000001
DANISH PASTRY,"DANISH PASTRY,RASPBERRY,UNENR",47.8,40.0,1.899999976,371.0,5.4,0.0,0.0,28.35,71.0,10.270999999999999
DOUGHNUTS,"DOUGHNUTS,YEAST-LEAVENED,GLAZED,UNENR (INCL HONEY BUNS)",44.3,6.0,1.200000048,403.0,6.4,0.0,0.0,28.35,60.0,21.58
ENGLISH MUFFINS,"ENGLISH MUFFINS,PLN,ENR,WO/CA PROP (INCL SOURDOUGH)",46.0,0.0,2.700000048,235.0,7.7,0.0,0.0,28.35,57.0,1.4489999999999998
ENGLISH MUFFINS,"ENGLISH MUFFINS,PLN,UNENR,W/CA PROP (INCL SOURDOUGH)",46.0,0.0,2.700000048,235.0,7.7,0.0,0.0,28.35,57.0,1.4489999999999998
ENGLISH MUFFINS,"ENGLISH MUFFINS,PLN,UNENR,WO/CA PROP (INCL SOURDOUGH)",46.0,0.0,2.700000048,235.0,7.7,0.0,0.0,28.35,57.0,1.4489999999999998
PIE,"PIE,APPL,COMMLY PREP,UNENR FLR",34.0,0.0,1.600000024,237.0,1.9,0.0,0.0,28.35,125.0,10.383
PIE,"PIE,FRIED PIES,CHERRY",42.6,0.0,2.599999905,316.0,3.0,0.0,0.0,28.35,128.0,15.282
PIE,"PIE,FRIED PIES,LEMON",42.6,0.0,2.599999905,316.0,3.0,0.0,0.0,28.35,128.0,15.282
PIE CRUST,"PIE CRUST,STANDARD-TYPE,FRZ,RTB,UNENR",44.1,0.0,0.8999999759999999,457.0,3.9,0.0,0.0,142.0,16.0,27.771
POPOVERS,"POPOVERS,DRY MIX,UNENR",71.0,0.0,0.0,371.0,10.4,0.0,0.0,28.35,170.0,3.79
TACO SHELLS,"TACO SHELLS,BKD,WO/ SALT",62.4,0.0,7.5,468.0,7.2,0.0,0.0,28.35,13.0,20.673000000000002
TORTILLAS,"TORTILLAS,RTB OR -FRY,CORN,WO/ SALT",46.6,0.0,5.199999809,222.0,5.7,0.0,0.0,28.35,26.0,2.105
TORTILLAS,"TORTILLAS,RTB OR -FRY,FLR,WO/ CA",55.6,0.0,3.299999952,325.0,8.7,0.0,0.0,28.35,32.0,6.5760000000000005
CAKE,"CAKE,POUND,COMMLY PREP,FAT-FREE",61.0,0.0,1.100000024,283.0,5.4,0.0,34.34000015,28.35,340.0,0.8490000000000001
CAKE,"CAKE,SNACK CAKES,CUPCAKES,CHOC,W/FRSTNG,LOW-FAT",67.2,0.0,4.3000001910000005,305.0,4.3,0.0,0.0,28.35,43.0,3.42
CAKE,"CAKE,YELLOW,DRY MIX,LIGHT",84.1,0.0,1.299999952,404.0,4.7,0.0,0.0,28.35,524.0,5.136
COOKIES,"COOKIES,OATMEAL,COMMLY PREP,FAT-FREE",78.6,0.0,7.300000191,326.0,5.9,0.0,41.90000153,28.35,0.0,1.337
CRACKERS,"CRACKERS,SALTINES,FAT-FREE,LOW-SODIUM",82.3,0.0,2.700000048,393.0,10.5,0.0,0.379999995,15.0,30.0,1.0710000000000002
BREAKFAST TART,"BREAKFAST TART,LOFAT",76.8,0.0,1.5,372.0,3.99,0.0,4.869999886,0.0,0.0,5.609
TOASTER PASTRIES,"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,APPL CINN",72.02,0.0,1.100000024,395.0,4.4,0.0,33.70000076,52.0,0.0,10.16
TOASTER PASTRIES,"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,BLUEBERRY",68.38,0.0,1.100000024,408.0,4.6,0.0,30.89999962,52.0,0.0,13.329999999999998
TOASTER PASTRIES,"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,FRSTD BLUEBERRY",71.77,0.0,1.100000024,391.0,4.6,0.0,31.20000076,52.0,0.0,9.94
TOASTER PASTRIES,"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,BRWN SUGAR CINN",64.4,0.0,1.5,438.0,5.4,0.0,25.39999962,50.0,0.0,18.36
TOASTER PASTRIES,"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TRTS,FRSTD BR SGR CIN",68.32,0.0,1.299999952,422.0,5.0,0.0,30.79999924,50.0,0.0,14.9
TOASTER PASTRIES,"TOASTER PASTRIES,KELLOGG,KELLOGG'S POPTARTS,CHERRY",71.19,0.0,1.100000024,393.0,4.6,0.0,31.70000076,52.0,0.0,10.4
TOASTER PASTRIES,"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,FRSTD CHERRY",71.96,0.0,1.0,393.0,4.2,0.0,36.0,52.0,0.0,10.21
TOASTER PASTRIES,"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,FRSTD CHOC FUDG",71.8,0.0,1.100000024,387.0,5.1,0.0,38.0,52.0,0.0,9.3
TOASTER PASTRIES,"TOASTER PASTRIES,KELLOGG,KELLOG POP TARTS,FRSTD CHOC VAN CRM",70.84,0.0,1.0,391.0,5.0,0.0,37.29999924,52.0,0.0,10.11
TOASTER PASTRIES,"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,FRSTD GRAPE",72.25,0.0,1.0,391.0,4.4,0.0,35.40000153,52.0,0.0,9.78
TOASTER PASTRIES,"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,FRSTD RASPBERRY",71.54,0.0,1.0,395.0,4.2,0.0,35.40000153,52.0,0.0,10.61
TOASTER PASTRIES,"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,S'MORES",69.6,0.0,1.399999976,392.0,6.2,0.0,36.5,52.0,0.0,10.5
TOASTER PASTRIES,"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,STRAWBERRY",71.0,0.0,1.100000024,394.0,4.7,0.0,33.0,52.0,0.0,10.6
TOASTER PASTRIES,"TOASTER PASTRIES,KELLOGG,KELLOG'S POP TARTS,FRSTD STRAWBERRY",72.4,0.0,1.0,390.0,4.4,0.0,37.5,52.0,0.0,9.6
TOASTER PASTRIES,"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,FRSTD WLD BERRY",72.9,0.0,1.0,388.0,4.3,0.0,38.79999924,54.0,0.0,9.3
KELLOGG,"KELLOGG,KELLOGG'S LOFAT POP TARTS,FRSTD BROWN SUGAR CINN",78.3,0.0,1.200000048,376.0,4.7,0.0,36.20000076,50.0,0.0,5.4
KELLOGG,"KELLOGG,KELLOGG'S LOFAT POP TARTS,FRSTD CHOC FUDGE",76.0,0.0,1.100000024,366.0,5.1,0.0,36.20000076,52.0,0.0,5.1
KELLOGG,"KELLOGG,KELLOGG'S LOFAT POP TARTS,STRAWBERRY",76.6,0.0,1.200000048,369.0,4.5,0.0,35.79999924,52.0,0.0,5.4
KELLOGG,"KELLOGG,KELLOGG'S LOFAT POP TARTS,FRSTD STRAWBERRY",77.5,0.0,1.100000024,367.0,4.1,0.0,39.90000153,52.0,0.0,5.8000000000000025
KELLOGG,"KELLOGG,KELLOGG'S EGGO,BTTRMLK PANCAKE",38.1,11.0,1.100000024,233.0,6.0,0.0,8.199999809,116.0,0.0,6.51
KELLOGG,"KELLOGG,KELLOGG'S EGGO,BANANA BREAD WAFFLES",41.6,0.0,2.5,272.0,6.8,0.0,6.699999809,78.0,0.0,9.5
KELLOGG,"KELLOGG,KELLOGG'S NUTRI-GRAIN CRL BARS,MXD BERRY",72.8,0.0,1.899999976,370.0,4.3,0.0,33.59999847,116.0,0.0,7.6
KELLOGG'S POP-TARTS PASTRY SWIRLS,"KELLOGG'S POP-TARTS PASTRY SWIRLS,APPL CINN DANISH",59.7,0.0,1.399999976,413.0,4.8,0.0,17.70000076,62.0,0.0,17.7
KELLOGG'S POP-TARTS PASTRY SWIRLS,"KELLOGG'S POP-TARTS PASTRY SWIRLS,STRAWBERRY DANISH",60.0,0.0,1.7999999519999998,410.0,4.8,0.0,25.79999924,62.0,0.0,17.7
KELLOGG'S POP-TARTS PASTRY SWIRLS,"KELLOGG'S POP-TARTS PASTRY SWIRLS,CHS DANISH",59.1,1.0,0.5,407.0,4.8,0.0,19.39999962,62.0,0.0,17.7
ARCHWAY HOME STYLE COOKIES,"ARCHWAY HOME STYLE COOKIES,SUGAR FREE OATMEAL",67.2,0.0,1.899999976,442.0,5.54,0.0,1.25999999,24.0,0.0,14.07
ARCHWAY Home Style Cookies,"ARCHWAY Home Style Cookies, Sugar Free Rocky Road",64.41,0.0,2.799999952,466.0,5.87,0.0,0.7099999790000001,24.0,0.0,16.400000000000002
ARCHWAY Home Style Cookies,"ARCHWAY Home Style Cookies, Apple Filled Oatmeal",67.21,6.0,1.7000000480000002,393.0,4.47,0.0,32.38000107,25.0,0.0,8.48
ARCHWAY Home Style Cookies,"ARCHWAY Home Style Cookies, Apricot Filled",65.86,6.0,2.200000048,400.0,4.52,0.0,30.05999947,25.0,0.0,10.330000000000002
ARCHWAY Home Style Cookies,"ARCHWAY Home Style Cookies, Cherry Filled",64.75,21.0,2.0,405.0,4.62,0.0,31.30999947,25.0,0.0,11.16
ARCHWAY Home Style Cookies,"ARCHWAY Home Style Cookies, Chocolate Chip Drop",63.28,12.0,1.600000024,407.0,3.95,0.0,28.96999931,25.0,0.0,11.69
ARCHWAY Home Style Cookies,"ARCHWAY Home Style Cookies, Chocolate Chip Ice Box",65.02,13.0,2.0,497.0,4.28,0.0,34.06000137,24.0,0.0,18.45
ARCHWAY Home Style Cookies,"ARCHWAY Home Style Cookies, Coconut Macaroon",61.23,0.0,5.099999905,460.0,3.02,0.0,45.15999985,22.0,0.0,22.520000000000003
ARCHWAY Home Style Cookies,"ARCHWAY Home Style Cookies, Cookies Jar Hermits",70.33,10.0,1.7999999519999998,390.0,5.28,0.0,34.52999878,25.0,0.0,7.0299999999999985
ARCHWAY Home Style Cookies,"ARCHWAY Home Style Cookies, Dark Molasses",69.38,0.0,1.100000024,407.0,4.16,0.0,35.04999924,28.0,0.0,8.879999999999997
ARCHWAY Home Style Cookies,"ARCHWAY Home Style Cookies, Date Filled Oatmeal",68.16,6.0,2.099999905,400.0,4.67,0.0,34.27000046,25.0,0.0,8.690000000000001
ARCHWAY Home Style Cookies,"ARCHWAY Home Style Cookies, Dutch Cocoa",69.44,7.0,2.599999905,431.0,4.5,0.0,35.34999847,24.0,0.0,10.74
ARCHWAY HOME STYLE COOKIES,"ARCHWAY HOME STYLE COOKIES,FROSTY LEMON",64.78,0.0,0.699999988,430.0,4.41,0.0,33.34999847,26.0,0.0,12.5
ARCHWAY Home Style Cookies,"ARCHWAY Home Style Cookies, Fruit & Honey Bar",69.42,17.0,1.899999976,408.0,4.44,0.0,37.50999832,26.0,0.0,8.91
ARCHWAY Home Style Cookies,"ARCHWAY Home Style Cookies, Iced Molasses",69.12,12.0,1.0,420.0,3.5,0.0,38.43000031,28.0,0.0,11.35
ARCHWAY Home Style Cookies,"ARCHWAY Home Style Cookies, Iced Oatmeal",66.76,8.0,2.0,435.0,4.89,0.0,37.20000076,28.0,0.0,12.94
ARCHWAY Home Style Cookies,"ARCHWAY Home Style Cookies, Molasses",69.41,25.0,1.200000048,403.0,4.25,0.0,36.34999847,26.0,0.0,8.72
ARCHWAY Home Style Cookies,"ARCHWAY Home Style Cookies, Oatmeal",68.17,10.0,2.900000095,421.0,5.48,0.0,34.5,25.0,0.0,10.19
ARCHWAY Home Style Cookies,"ARCHWAY Home Style Cookies, Oatmeal Raisin",69.27,8.0,2.700000048,406.0,5.17,0.0,39.54999924,26.0,0.0,8.76
ARCHWAY Home Style Cookies,"ARCHWAY Home Style Cookies, Old Fashioned Molasses",70.55,25.0,1.100000024,406.0,4.27,0.0,36.09000015,26.0,0.0,8.57
ARCHWAY Home Style Cookies,"ARCHWAY Home Style Cookies, Old Fashioned Windmill Cookies",72.23,1.0,1.7999999519999998,468.0,5.17,0.0,32.63999939,20.0,0.0,13.24
ARCHWAY HOME STYLE COOKIES,"ARCHWAY HOME STYLE COOKIES,PNUT BUTTER",58.48,37.0,2.799999952,480.0,9.0,0.0,32.54999924,21.0,0.0,19.83
ARCHWAY Home Style Cookies,"ARCHWAY Home Style Cookies, Pecan Ice Box",61.02,31.0,1.200000048,500.0,4.56,0.0,28.22999954,24.0,0.0,19.67
ARCHWAY HOME STYLE COOKIES,"ARCHWAY HOME STYLE COOKIES,RASPBERRY FILLED",65.92,6.0,2.200000048,400.0,4.35,0.0,31.76000023,25.0,0.0,10.4
ARCHWAY HOME STYLE COOKIES,"ARCHWAY HOME STYLE COOKIES,RUTH'S OATMEAL",66.15,16.0,2.599999905,428.0,5.94,0.0,34.09000015,26.0,0.0,11.53
ARCHWAY Home Style Cookies,"ARCHWAY Home Style Cookies, Soft Sugar Drop",63.26,41.0,0.800000012,397.0,4.82,0.0,30.79000092,0.0,0.0,10.06
ARCHWAY Home Style Cookies,"ARCHWAY Home Style Cookies, Strawberry Filled",65.92,6.0,2.200000048,400.0,4.35,0.0,31.76000023,25.0,0.0,10.4
ARCHWAY Home Style Cookies,"ARCHWAY Home Style Cookies, Sugar",69.02,16.0,1.5,411.0,4.88,0.0,0.0,24.0,0.0,9.2
ARCHWAY Home Style Cookies,"ARCHWAY Home Style Cookies, Gourmet Apple'n Raisin",66.33,7.0,2.5,435.0,5.1,0.0,33.97000122,26.0,0.0,12.39
ARCHWAY HOME STYLE COOKIES,"ARCHWAY HOME STYLE COOKIES,FAT FREE DEVIL'S FD COOKIE",79.27,0.0,2.799999952,338.0,4.82,0.0,41.20000076,20.0,0.0,0.8900000000000001
ARCHWAY Home Style Cookies,"ARCHWAY Home Style Cookies, Fat Free Oatmeal Raisin",79.56,44.0,2.099999905,348.0,4.12,0.0,47.06999969,31.0,0.0,1.51
ARCHWAY Home Style Cookies,"ARCHWAY Home Style Cookies, Gourmet Oatmeal Pecan",60.48,8.0,3.099999905,472.0,5.42,0.0,27.70999908,28.0,0.0,18.4
ARCHWAY Home Style Cookies,"ARCHWAY Home Style Cookies, Reduced Fat Ginger Snaps",76.23,1.0,1.100000024,424.0,4.67,0.0,36.27999878,32.0,0.0,7.83
ARCHWAY Home Style Cookies,"ARCHWAY Home Style Cookies, Gourmet Rocky Road",65.94,10.0,2.599999905,461.0,4.86,0.0,34.91999817,28.0,0.0,15.43
ARCHWAY Home Style Cookies,"ARCHWAY Home Style Cookies, Gourmet Ruth's Golden Oatmeal",64.97,8.0,2.700000048,431.0,5.67,0.0,33.74000168,28.0,0.0,13.07
ARCHWAY Home Style Cookies,"ARCHWAY Home Style Cookies, Sugar Free Chocolate Chip",66.11,0.0,1.100000024,487.0,4.51,0.0,0.8999999759999999,24.0,0.0,16.78
ARTIFICIAL BLUEBERRY MUFFIN MIX,"ARTIFICIAL BLUEBERRY MUFFIN MIX,DRY",77.45,0.0,0.0,407.0,4.7,0.0,0.0,31.0,0.0,7.286
KRAFT,"KRAFT,STOVE TOP STUFFING MIX CHICKEN FLAVOR",73.1,4.0,2.5,381.0,12.6,0.0,10.10000038,28.0,0.0,0.8
GENERAL MILLS,"GENERAL MILLS,BETTY CROCKER WILD BLUEBERRY MUFFIN MIX,DRY",64.9,0.0,0.0,321.0,5.2,0.0,31.70000076,40.0,0.0,3.444
CAKE,"CAKE,BETTY CROCKER,SUPERMOIST PARTY CAKE SWIRL,DRY MIX",82.5,0.0,0.0,414.0,3.9,0.0,45.70000076,43.0,0.0,2.26
GEORGE WESTON BAKER,"GEORGE WESTON BAKER,BROWNBERRY SAGE & ONION STUFFING MIX,DRY",72.7,0.0,5.400000095,390.0,13.3,0.0,0.0,67.0,0.0,0.9
GENERAL MILLS,"GENERAL MILLS,GOLD MEDAL IMITATION BLUEBERRY MUFFIN MIX,DRY",78.8,0.0,0.0,410.0,4.3,0.0,36.40000153,31.0,0.0,7.175
KEEBLER,"KEEBLER,KEEBLER CHOC GRAHAM SELECTS",71.8,0.0,0.0,465.0,7.1,0.0,26.5,31.0,0.0,3.09
KEEBLER,"KEEBLER,KEEBLER GOLDEN VANILLA WAFERS,ARTIFICIALLY FLAV",69.7,0.0,0.0,475.0,5.2,0.0,27.39999962,31.0,0.0,3.58
CONTINEN MILL,"CONTINEN MILL, KRUSTEAZ Almd Poppyseed Muff Mix, Art Fla,dry",75.6,0.0,1.7000000480000002,418.0,5.6,0.0,40.0,40.0,0.0,2.1
MCKEE BAKING,"MCKEE BAKING,LITTL DEBBI NUT BAR,WAFER W/PNUT BUTE,CHOC COVE",55.2,0.0,0.0,548.0,8.0,0.0,34.0,57.0,0.0,6.29
MARTHA WHITE FOODS,"MARTHA WHITE FOODS,MARTHA WHITE'S CHEWY FUDGE BROWNIE MIX,",83.58,0.0,2.900000095,407.0,4.42,0.0,54.75999832,28.0,0.0,1.7
MARTHA WHITE FOODS,"MARTHA WHITE FOODS,MARTHA WHITE'S BTTRMLK BISCUIT MIX,DRY",59.41,3.0,1.5,388.0,7.81,0.0,4.460000038,41.0,0.0,4.07
MISSION FOODS,"MISSION FOODS,MISSION FLR TORTILLAS,SOFT TACO,8 INCH",49.6,0.0,0.0,287.0,8.7,0.0,0.0,51.0,0.0,4.3900000000000015
NABISCO,"NABISCO,NABISCO GRAHAMS CRACKERS",76.2,0.0,3.400000095,424.0,6.99,0.0,23.0,28.0,0.0,5.620000000000001
NABISCO,"NABISCO,NABISCO NILLA PIE CRUST,READY TO USE",63.1,10.0,0.8999999759999999,513.0,3.5,0.0,32.20000076,28.0,0.0,25.20000000000001
NABISCO,"NABISCO,NABISCO OREO CRUNCHIES,COOKIE CRUMB TOPPING",70.23,0.0,3.200000048,476.0,4.78,0.0,36.0,11.0,0.0,8.129999999999999
NABISCO,"NABISCO,NABISCO RITZ CRACKERS",63.51,0.0,2.299999952,492.0,7.23,0.0,8.140000342999999,3.29,16.0,22.622
PILLSBURY,"PILLSBURY,BTTRMLK BISCUITS,ART FLAVOR,REFR DOUGH",45.31,0.0,1.600000024,234.0,6.25,0.0,6.25,64.0,0.0,0.469
PILLSBURY,"PILLSBURY,CHOC CHIP COOKIES,REFR DOUGH",60.71,18.0,2.099999905,482.0,3.57,0.0,35.70999908,28.0,0.0,18.034000000000002
PILLSBURY,"PILLSBURY,CRUSTY FRENCH LOAF,REFR DOUGH",46.15,0.0,1.7000000480000002,241.0,7.69,0.0,3.849999905,62.0,0.0,0.962
PILLSBURY,"PILLSBURY,TRADITIONAL FUDGE BROWNIE MIX,DRY",78.3,0.0,0.0,441.0,4.8,0.0,49.59999847,30.0,0.0,2.59
PILLSBURY GRANDS,"PILLSBURY GRANDS,BTTRMLK BISCUITS,REFR DOUGH",41.38,0.0,1.200000048,317.0,6.9,0.0,6.900000095,61.0,0.0,5.1720000000000015
PILLSBURY GOLDEN LAYER BTTRMLK BISCUIT,"PILLSBURY GOLDEN LAYER BTTRMLK BISCUIT,ART FLAVOR,REFR DOUGH",41.18,0.0,1.200000048,307.0,5.88,0.0,5.880000114,34.0,0.0,2.9410000000000003
PILLSBURY,"PILLSBURY,CINN ROLLS W/ ICING,REFR DOUGH",52.27,0.0,1.100000024,330.0,4.55,0.0,22.72999954,44.0,0.0,3.409
KRAFT FOODS,"KRAFT FOODS,SHAKE 'N' BAKE ORIG RECIPE,COATING FOR PORK,DRY",79.8,0.0,0.0,377.0,6.1,0.0,0.0,28.0,0.0,0.0
GEORGE WESTON BAKERIES,"GEORGE WESTON BAKERIES,THOMAS ENG MUFFINS",46.0,0.0,0.0,232.0,8.0,0.0,0.0,57.0,0.0,1.531
HEINZ,"HEINZ,WEIGHT WATCHER,CHOC ECLAIR,FRZ",40.3,47.0,2.099999905,241.0,4.4,0.0,16.79999924,59.0,0.0,6.3000000000000025
INTERSTATE BRANDS CORP,"INTERSTATE BRANDS CORP,WONDER HAMBURGER ROLLS",50.84,0.0,2.599999905,273.0,8.07,0.0,11.06000042,43.0,0.0,4.038
GENERAL MILLS,"GENERAL MILLS,BETTY CROCKER SUPERMOIST YEL CAKE MIX,DRY",81.3,0.0,0.0,413.0,3.8,0.0,43.90000153,43.0,0.0,2.28
NABISCO,"NABISCO,NABISCO SNACKWELL'S FAT FREE DEVIL'S FD COOKIE CAKES",74.25,0.0,1.600000024,305.0,5.0,0.0,43.38000107,16.0,0.0,0.8690000000000001
Crackers,"Crackers, cheese, sandwich-type with cheese filling",58.76,6.0,1.899999976,490.0,8.92,0.0,12.32999992,39.0,6.0,0.0
WAFFLES,"WAFFLES,BTTRMLK,FRZ,RTH",41.05,15.0,2.200000048,273.0,6.58,0.0,4.3000001910000005,39.38,38.0,7.959
WAFFLE,"WAFFLE,BTTRMLK,FRZ,RTH,TSTD",48.39,13.0,2.599999905,309.0,7.42,0.0,4.409999847,33.0,33.0,9.101
WAFFLE,"WAFFLE,BTTRMLK,FRZ,RTH,MICROWAVED",44.16,16.0,2.400000095,289.0,6.92,0.0,4.5,34.5,0.0,8.536
WAFFLE,"WAFFLE,PLN,FRZ,RTH,MICROWAVE",45.41,16.0,2.400000095,298.0,6.71,0.0,5.039999962,32.0,0.0,9.015
PANCAKES,"PANCAKES,PLN,FRZ,RTH,MICROWAVE(INC BUTTMLK)",43.33,0.0,2.5,239.0,5.88,0.0,7.059999942999999,38.32,144.0,4.74
TOASTER PASTRIES,"TOASTER PASTRIES,FRT,FRSTD (INC APPLS,BLUEBERR,CHERRY,STRAW)",70.81,0.0,0.699999988,391.0,4.23,0.0,35.52000046,55.31,28.0,9.64
TOASTER PASTRIES,"TOASTER PASTRIES,FRUIT,TSTD (APPL,BLUEBERY,CHERRY,STRAWBERY)",72.7,0.0,1.0,409.0,4.7,0.0,28.98999977,51.29,51.0,10.468
