,source,target
10907, old 2 2 1 3 1 normal legs, Leg Press Lying Single Leg Curl Barbell Side Lunge Deadlift Barbell Diagonal Lunge
10908, old 2 2 1 3 1 normal back, Seated Cable Row Standing Cable Row Bent Over Dumbbell Row Close Grip Lat Pulldown
10909, old 2 2 1 3 1 normal calves, Seated Calf Raise Seated Single Leg Calf Raise Smith Machine Calf Raise Barbell Calf Raise Single Leg Calf Press
10910, old 2 2 1 3 2 normal abdominals, Crunch Weighted V Up Kneeling Ab Rollout Weighted Crunch
10911, old 2 2 1 3 2 normal triceps, Overhead Single Dumbbell Tricep Extension Lying EZ Bar Triceps Extension Overhead Rope Cable Tricep Extension Rope Triceps Pushdown
10912, old 2 2 1 3 2 normal biceps, Machine Curl Preacher Hammer Dumbbell Curl Concentration Dumbbell Curl EZ Bar Curl
10913, old 2 2 1 3 2 normal shoulders, Cable External Rotation Cable Lateral Raise Cable Front Raise Dumbbell Twisting Shoulder Press
10914, old 2 2 1 3 2 normal chest, Dumbbell Fly Alternating Dumbbell Bench Press Smith Machine Bench Press Flat Bench Press
10915, old 2 2 1 3 2 normal legs, Machine Hack Squat Alternating Leg Extension Single Leg Extension Barbell Diagonal Lunge Elevated Single Leg Hip Lift
10916, old 2 2 1 3 2 normal back, Assisted Pull Up Wide Grip Lat Pulldown Single Arm Dumbbell Row Pull Up
10917, old 2 2 1 3 2 normal calves, Seated Calf Raise Smith Machine Calf Raise Seated Single Leg Calf Raise Single Leg Dumbbell Calf Raise Barbell Calf Raise
10918, old 2 2 1 3 3 normal abdominals, Side Plank (hip lift) Side Plank (from knees) Kneeling Ab Rollout Front Plank (from toes)
10919, old 2 2 1 3 3 normal triceps, Machine Dips Lying Overhead EZ Bar Tricep Extension Lying EZ Bar Triceps Extension Single Arm Triceps Pushdown
10920, old 2 2 1 3 3 normal biceps, Seated Alternating Curl Cable Curl Single Arm Cable Curl Concentration Dumbbell Curl
10921, old 2 2 1 3 3 normal shoulders, Seated Dumbbell Rear Delt Raise Barbell Front Raise Pec Deck Real Delt Extensions Kneeling Single Arm Cable Rear Delt Raise Barbell Shoulder Press
10922, old 2 2 1 3 3 normal chest, Twisting Dumbbell Bench Press Flat Bench Press Smith Machine Bench Press Alternating Dumbbell Bench Press
10923, old 2 2 1 3 3 normal legs, Dumbbell Step Up Alternating Leg Extension Barbell Side Lunge Dumbbell Split Squat Deadlift
10924, old 2 2 1 3 3 normal back, Bent Over Dumbbell Row Superman Hold Superman Alternating Superman
10925, old 2 2 1 3 3 normal calves, Dumbbell Calf Raise Smith Machine Calf Raise Seated Single Leg Calf Raise Single Leg Dumbbell Calf Raise Single Leg Calf Press
10926, old 2 2 2 1 1 normal abdominals, Crunch Kneeling Ab Rollout Side Plank (from knees) Front Plank (from toes)
10927, old 2 2 2 1 1 normal triceps, Overhead Single Arm Dumbbell Tricep Extension Overhead Rope Cable Tricep Extension Dips Diamond Push Up
10928, old 2 2 2 1 1 normal biceps, Bicep Curl Cable Curl Preacher Dumbbell Curl EZ Bar Curl
10929, old 2 2 2 1 1 normal shoulders, Dumbbell Alternating Shoulder Press Front Plate Raise Machine Shoulder Press Single Arm Dumbbell Shoulder Press
10930, old 2 2 2 1 1 normal chest, Machine Vertical Bench Press Single Arm Dumbbell Bench Press Alternating Dumbbell Bench Press Smith Machine Bench Press
10931, old 2 2 2 1 1 normal legs, Forward Lunge Lateral Step Up Leg Extension Step Up
10932, old 2 2 2 1 1 normal back, Single Arm Dumbbell Row Reverse Grip Lat Pullown Single Arm Cable Row Standing Single Arm Cable Row
10933, old 2 2 2 1 1 normal calves, Calf Press Seated Calf Raise Calf Raise   Standing Calf Raise   Seated
10934, old 2 2 2 1 2 normal abdominals, Crunch Front Plank (from toes) Side Plank (from knees) Kneeling Ab Rollout
10935, old 2 2 2 1 2 normal triceps, Overhead Dumbbell Triceps Extension Diamond Push Up Lying Cable Triceps Extension Overhead Rope Cable Tricep Extension
10936, old 2 2 2 1 2 normal biceps, Bicep Curl Rope Cable Curl Preacher Single Arm Dumbbell Curl Lying Cable Curl
10937, old 2 2 2 1 2 normal shoulders, Lying Dumbbell External Rotation Seated Dumbbell Rear Delt Elbow Raise Cable Front Raise Single Arm Cable Lateral Raise
10938, old 2 2 2 1 2 normal chest, Dumbbell Fly Low Cable Crossover Barbell Bench Press Smith Machine Bench Press
10939, old 2 2 2 1 2 normal legs, Lunge Machine Hack Squat Forward Lunge Lateral Squat
10940, old 2 2 2 1 2 normal back, Superman Rope Cable Row Single Arm Cable Row Standing Single Arm Cable Row
10941, old 2 2 2 1 2 normal calves, Calf Press Calf Raise   Seated Dumbbell Calf Raise Calf Raise   Standing
10942, old 2 2 2 1 3 normal abdominals, Alternating Heel Touch Weighted V Up Kneeling Ab Rollout Side Plank (from knees)
10943, old 2 2 2 1 3 normal triceps, Towel Triceps Pushdown Lying Overhead EZ Bar Tricep Extension Single Arm Triceps Pushdown Overhead Rope Cable Tricep Extension
10944, old 2 2 2 1 3 normal biceps, Single Arm Barbell Curl Rope Cable Curl Preacher Dumbbell Curl Preacher Single Arm Dumbbell Curl
10945, old 2 2 2 1 3 normal shoulders, Dumbbell Alternating Shoulder Press Arnold Dumbbell Press Cable Front Raise Barbell Shoulder Press Kneeling Single Arm Cable Rear Delt Raise
10946, old 2 2 2 1 3 normal chest, Dumbbell Push Up Alternating Dumbbell Bench Press Low Cable Crossover Barbell Bench Press
10947, old 2 2 2 1 3 normal legs, Lateral Squat Leg Curl Lateral Step Up Lying Leg Curl
10948, old 2 2 2 1 3 normal back, Superman Standing Single Arm Cable Row Reverse Grip Lat Pullown Bent Over Alternating Dumbbell Row
10949, old 2 2 2 1 3 normal calves, Dumbbell Calf Raise Seated Calf Raise Calf Raise   Seated Calf Raise   Standing
10950, old 2 2 2 2 1 normal abdominals, Sit Up Front Plank (from toes) Weighted V Up Side Plank (from knees)
10951, old 2 2 2 2 1 normal triceps, Lying Tricep Extensions Overhead Single Arm Cable Tricep Extension Forward Lean Dips Lying EZ Bar Triceps Extension
10952, old 2 2 2 2 1 normal biceps, Alternating Hammer Curl Preacher Single Arm Dumbbell Curl EZ Bar Curl Single Arm Cable Curl
10953, old 2 2 2 2 1 normal shoulders, Lying Dumbbell External Rotation Machine Shoulder Press Lying Dumbbell Rear Delt Raise Dumbbell Alternating Shoulder Press
10954, old 2 2 2 2 1 normal chest, Dumbbell Bench Press Low Cable Crossover Barbell Bench Press Single Arm Dumbbell Bench Press
10955, old 2 2 2 2 1 normal legs, Lying Machine Squat Elevated Hip Lift Single Leg Dumbbell Squat Alternating Leg Extension
10956, old 2 2 2 2 1 normal back, Standing Cable Row Rope Cable Row Standing Single Arm Cable Row Bent Over Long Barbell Row
10957, old 2 2 2 2 1 normal calves, Calf Press Seated Single Leg Calf Raise Smith Machine Calf Raise Smith Machine Calf Raise
10958, old 2 2 2 2 2 normal abdominals, Alternating Heel Touch Weighted V Up Weighted Crunch Side Plank (from knees)
10959, old 2 2 2 2 2 normal triceps, Lying Single Dumbbell Triceps Extension Overhead Single Arm Cable Tricep Extension Lying EZ Bar Triceps Extension Forward Lean Dips
10960, old 2 2 2 2 2 normal biceps, Barbell Curl Lying Double Biceps Cable Curl Single Arm Cable Curl EZ Bar Curl
10961, old 2 2 2 2 2 normal shoulders, Seated Dumbbell Rear Delt Raise Cable Lateral Raise Bent Over Dumbbell Rear Delt Raise Pec Deck Real Delt Extensions
10962, old 2 2 2 2 2 normal chest, Machine Bench Press Single Arm Dumbbell Bench Press Flat Bench Press Barbell Bench Press
10963, old 2 2 2 2 2 normal legs, Dumbbell Squat Dumbbell Reverse Lunge Single Leg Hip Lift Single Arm Dumbbell Side Squat
10964, old 2 2 2 2 2 normal back, Machine Row Rope Cable Row Single Arm Lat Pulldown Reverse Grip Lat Pullown
10965, old 2 2 2 2 2 normal calves, Calf Raise   Standing Smith Machine Calf Raise Seated Single Leg Calf Raise Smith Machine Calf Raise
10966, old 2 2 2 2 3 normal abdominals, Sit Up Kneeling Ab Rollout Front Plank (from toes) Side Plank (from knees)
10967, old 2 2 2 2 3 normal triceps, Assisted Dips Diamond Push Up Low Cable Triceps Extension Dips
10968, old 2 2 2 2 3 normal biceps, Kneeling Cable Curl Rope Cable Curl Preacher Dumbbell Curl Preacher Single Arm Dumbbell Curl
10969, old 2 2 2 2 3 normal shoulders, Seated Dumbbell Rear Delt Raise Seated Dumbbell Rear Delt Elbow Raise Barbell Front Raise Reverse Incline Dumbbell Rear Delt Raise Smith Machine Shoulder Press
10970, old 2 2 2 2 3 normal chest, Push Up Flat Bench Press Smith Machine Bench Press Barbell Bench Press
10971, old 2 2 2 2 3 normal legs, Lateral Step Up Lying Single Leg Curl Single Leg Dumbbell Squat Dumbbell Reverse Lunge
10972, old 2 2 2 2 3 normal back, Wide Grip Lat Pulldown Bent Over Alternating Dumbbell Row Single Arm Cable Row Single Arm Lat Pulldown
10973, old 2 2 2 2 3 normal calves, Calf Raise   Seated Smith Machine Calf Raise Seated Single Leg Calf Raise Smith Machine Calf Raise
10974, old 2 2 2 3 1 normal abdominals, Bent Knee Sit Up Front Plank (from toes) Weighted V Up Side Plank (from knees)
10975, old 2 2 2 3 1 normal triceps, Lying Single Dumbbell Triceps Extension Overhead Single Arm Cable Tricep Extension Dips Rope Triceps Pushdown
10976, old 2 2 2 3 1 normal biceps, Kneeling Cable Curl Lying Double Biceps Cable Curl Preacher Single Arm Dumbbell Curl Preacher Dumbbell Curl
10977, old 2 2 2 3 1 normal shoulders, Dumbbell Alternating Shoulder Press Lying Dumbbell External Rotation Dumbbell Front Raise Lying Dumbbell Rear Delt Raise
10978, old 2 2 2 3 1 normal chest, Twisting Dumbbell Bench Press Barbell Bench Press Smith Machine Bench Press Alternating Dumbbell Bench Press
10979, old 2 2 2 3 1 normal legs, Dumbbell Step Up Dumbbell Reverse Lunge Lateral Barbell Squat Dumbbell Walking Lunge Elevated Single Leg Hip Lift
10980, old 2 2 2 3 1 normal back, Back Raise Bent Over Long Barbell Row Single Arm Cable Row Bent Over Alternating Dumbbell Row
10981, old 2 2 2 3 1 normal calves, Calf Press Seated Single Leg Calf Raise Smith Machine Calf Raise Single Leg Dumbbell Calf Raise Single Leg Calf Press
10982, old 2 2 2 3 2 normal abdominals, Cross Crunch Side Plank (from knees) Front Plank (from toes) Weighted Crunch
10983, old 2 2 2 3 2 normal triceps, Assisted Dips Lying Cable Triceps Extension Low Cable Triceps Extension Diamond Push Up
10984, old 2 2 2 3 2 normal biceps, Dumbbell Curl Preacher Single Arm Dumbbell Curl Lying Double Biceps Cable Curl Cable Curl
10985, old 2 2 2 3 2 normal shoulders, Dumbbell Alternating Shoulder Press Dumbbell Twisting Shoulder Press Pec Deck Real Delt Extensions Dumbbell Shoulder Press
10986, old 2 2 2 3 2 normal chest, Chest Press Smith Machine Bench Press Flat Bench Press Alternating Dumbbell Bench Press
10987, old 2 2 2 3 2 normal legs, Lateral Squat Diagonal Lunge Dumbbell Side Lunge Barbell Diagonal Lunge Barbell Split Squat
10988, old 2 2 2 3 2 normal back, Seated Cable Row Standing Single Arm Cable Row Single Arm Cable Row Reverse Grip Lat Pullown
10989, old 2 2 2 3 2 normal calves, Seated Calf Raise Seated Single Leg Calf Raise Smith Machine Calf Raise Single Leg Calf Press Single Leg Dumbbell Calf Raise
10990, old 2 2 2 3 3 normal abdominals, Reverse Crunch Weighted V Up Front Plank (from toes) Side Plank (from knees)
10991, old 2 2 2 3 3 normal triceps, Lying Tricep Extensions Low Cable Triceps Extension Forward Lean Dips Dips
10992, old 2 2 2 3 3 normal biceps, Alternating Dumbbell Curl Preacher Hammer Dumbbell Curl Concentration Dumbbell Curl Cable Curl
10993, old 2 2 2 3 3 normal shoulders, Cable External Rotation Cable Front Raise Barbell Front Raise Barbell Shoulder Press Reverse Incline Dumbbell Rear Delt Raise
10994, old 2 2 2 3 3 normal chest, Dumbbell Fly Smith Machine Bench Press Alternating Dumbbell Bench Press Flat Bench Press
10995, old 2 2 2 3 3 normal legs, Lateral Squat Single Arm Dumbbell Side Squat Single Leg Dumbbell Squat Single Leg Dumbbell Box Squat Bent Knee Single Leg Hip Lift
10996, old 2 2 2 3 3 normal back, Alternating Superman Single Arm Cable Row Reverse Grip Lat Pullown Single Arm Lat Pulldown
10997, old 2 2 2 3 3 normal calves, Calf Raise   Seated Smith Machine Calf Raise Seated Single Leg Calf Raise Barbell Calf Raise Single Leg Calf Press
10998, old 2 2 3 1 1 normal abdominals, Bent Knee Crunch Weighted Crunch Front Plank (from toes) Weighted V Up
10999, old 2 2 3 1 1 normal triceps, Lying Single Dumbbell Triceps Extension Forward Lean Dips Lying Overhead EZ Bar Tricep Extension Leaning Overhead Tricep Extension
11000, old 2 2 3 1 1 normal biceps, Single Arm Barbell Curl Lying Cable Curl Single Arm Cable Curl Preacher Single Arm Dumbbell Curl
11001, old 2 2 3 1 1 normal shoulders, Seated Dumbbell Rear Delt Raise Dumbbell Lateral Raise Cable External Rotation Machine Shoulder Press
11002, old 2 2 3 1 1 normal chest, Chest Press Barbell Bench Press Flat Bench Press Single Arm Dumbbell Bench Press
11003, old 2 2 3 1 1 normal legs, Leg Extension Lying Machine Squat Dumbbell Squat Lateral Squat
11004, old 2 2 3 1 1 normal back, Wide Grip Lat Pulldown Reverse Grip Lat Pullown Single Arm Cable Row Bent Over Reverse Grip Barbell Row V Bar Pull Up
11005, old 2 2 3 1 1 normal calves, Calf Raise   Standing Calf Press Dumbbell Calf Raise Calf Raise   Seated
11006, old 2 2 3 1 2 normal abdominals, Side Plank (hip lift) Side Plank (from knees) Kneeling Ab Rollout Front Plank (from toes)
11007, old 2 2 3 1 2 normal triceps, Overhead Single Dumbbell Tricep Extension Low Cable Triceps Extension Single Arm Triceps Pushdown Lying EZ Bar Triceps Extension
11008, old 2 2 3 1 2 normal biceps, Seated Dumbbell Curl Concentration Dumbbell Curl Preacher Single Arm Dumbbell Curl Cable Curl
11009, old 2 2 3 1 2 normal shoulders, Lying Dumbbell Rear Delt Raise Single Arm Cable Lateral Raise Barbell Front Raise Pec Deck Real Delt Extensions
11010, old 2 2 3 1 2 normal chest, Push Up Smith Machine Bench Press Alternating Dumbbell Bench Press Flat Bench Press
11011, old 2 2 3 1 2 normal legs, Lateral Squat Seated Leg Curl Lying Machine Squat Dumbbell Step Up
11012, old 2 2 3 1 2 normal back, Superman Bent Over Long Barbell Row Reverse Grip Lat Pullown Reverse Incline Dumbbell Row Inverted Pull Up
11013, old 2 2 3 1 2 normal calves, Seated Calf Raise Dumbbell Calf Raise Calf Press Calf Raise   Seated
11014, old 2 2 3 1 3 normal abdominals, Side Plank (hip lift) Kneeling Ab Rollout Front Plank (from toes) Side Plank (from knees)
11015, old 2 2 3 1 3 normal triceps, Towel Triceps Pushdown Single Arm Triceps Pushdown Leaning Overhead Tricep Extension Lying Overhead EZ Bar Tricep Extension
11016, old 2 2 3 1 3 normal biceps, Seated Alternating Curl Preacher Hammer Dumbbell Curl Single Arm Cable Curl EZ Bar Curl
11017, old 2 2 3 1 3 normal shoulders, Front Plate Raise Dumbbell Shoulder Press Seated Dumbbell Rear Delt Elbow Raise Smith Machine Shoulder Press Bent Over Cable Rear Delt Raise
11018, old 2 2 3 1 3 normal chest, Dumbbell Fly Flat Bench Press Single Arm Dumbbell Bench Press Low Cable Crossover
11019, old 2 2 3 1 3 normal legs, Lateral Squat Lunge Hip Lift Lateral Step Up
11020, old 2 2 3 1 3 normal back, Back Raise Single Arm Cable Row Reverse Grip Lat Pullown Inverted Pull Up Bent Over Single Arm Long Barbell Row
11021, old 2 2 3 1 3 normal calves, Seated Calf Raise Dumbbell Calf Raise Calf Press Calf Raise   Seated
11022, old 2 2 3 2 1 normal abdominals, Bent Knee Crunch Side Plank (from knees) Kneeling Ab Rollout Front Plank (from toes)
11023, old 2 2 3 2 1 normal triceps, Lying Single Dumbbell Triceps Extension Overhead Single Arm Cable Tricep Extension Leaning Overhead Tricep Extension Diamond Push Up
11024, old 2 2 3 2 1 normal biceps, Seated Dumbbell Curl Concentration Dumbbell Curl Rope Cable Curl Lying Double Biceps Cable Curl
11025, old 2 2 3 2 1 normal shoulders, Machine Shoulder Press Lying Dumbbell Rear Delt Raise Seated Dumbbell Rear Delt Raise Dumbbell Front Raise
11026, old 2 2 3 2 1 normal chest, Pec Deck Alternating Dumbbell Bench Press Single Arm Dumbbell Bench Press Barbell Bench Press
11027, old 2 2 3 2 1 normal legs, Leg Press Barbell Side Lunge Barbell Reverse Lunge Smith Machine Squat
11028, old 2 2 3 2 1 normal back, Single Arm Dumbbell Row Single Arm Cable Row Bent Over Alternating Dumbbell Row Bent Over Reverse Grip Barbell Row Reverse Incline Dumbbell Row
11029, old 2 2 3 2 1 normal calves, Dumbbell Calf Raise Smith Machine Calf Raise Seated Single Leg Calf Raise Smith Machine Calf Raise
11030, old 2 2 3 2 2 normal abdominals, Alternating Heel Touch Front Plank (from toes) Weighted Crunch Weighted V Up
11031, old 2 2 3 2 2 normal triceps, Overhead Single Arm Dumbbell Tricep Extension Forward Lean Dips Dips Low Cable Triceps Extension
11032, old 2 2 3 2 2 normal biceps, Machine Curl Lying Cable Curl Preacher Single Arm Dumbbell Curl Concentration Dumbbell Curl
11033, old 2 2 3 2 2 normal shoulders, Seated Dumbbell Rear Delt Raise Cable Front Raise Single Arm Cable Lateral Raise Arnold Dumbbell Press
11034, old 2 2 3 2 2 normal chest, Machine Vertical Bench Press Single Arm Dumbbell Bench Press Smith Machine Bench Press Barbell Bench Press
11035, old 2 2 3 2 2 normal legs, Dumbbell Squat Alternating Leg Extension Walking Lunge Single Leg Extension
11036, old 2 2 3 2 2 normal back, One Arm Dumbbell Row Single Arm Lat Pulldown Reverse Grip Lat Pullown V Bar Pull Up Reverse Incline Dumbbell Row
11037, old 2 2 3 2 2 normal calves, Calf Raise   Seated Seated Single Leg Calf Raise Smith Machine Calf Raise Smith Machine Calf Raise
11038, old 2 2 3 2 3 normal abdominals, Sit Up Side Plank (from knees) Front Plank (from toes) Weighted V Up
11039, old 2 2 3 2 3 normal triceps, Assisted Dips Bench Dips Overhead Single Arm Cable Tricep Extension Lying EZ Bar Triceps Extension
11040, old 2 2 3 2 3 normal biceps, Single Arm Barbell Curl Cable Curl Lying Cable Curl Single Arm Cable Curl
11041, old 2 2 3 2 3 normal shoulders, Dumbbell Lateral Raise Bent Over Dumbbell Rear Delt Raise Pec Deck Real Delt Extensions Bent Over Cable Rear Delt Raise Kneeling Single Arm Cable Rear Delt Raise
11042, old 2 2 3 2 3 normal chest, Push Up Smith Machine Bench Press Alternating Dumbbell Bench Press Barbell Bench Press
11043, old 2 2 3 2 3 normal legs, Lateral Step Up Barbell Side Lunge Smith Machine Squat Dumbbell Reverse Lunge
11044, old 2 2 3 2 3 normal back, Alternating Superman Rope Cable Row Standing Single Arm Cable Row V Bar Pull Up Reverse Grip Pull Up
11045, old 2 2 3 2 3 normal calves, Calf Raise   Standing Seated Single Leg Calf Raise Smith Machine Calf Raise Smith Machine Calf Raise
11046, old 2 2 3 3 1 normal abdominals, Crunch Side Plank (from knees) Weighted V Up Weighted Crunch
11047, old 2 2 3 3 1 normal triceps, Kneeling Cable Triceps Extension Low Cable Triceps Extension Leaning Overhead Tricep Extension Lying EZ Bar Triceps Extension
11048, old 2 2 3 3 1 normal biceps, Seated Alternating Curl Preacher Single Arm Dumbbell Curl Cable Curl Lying Double Biceps Cable Curl
11049, old 2 2 3 3 1 normal shoulders, Lying Dumbbell Rear Delt Raise Dumbbell Alternating Shoulder Press Dumbbell Front Raise Machine Shoulder Press
11050, old 2 2 3 3 1 normal chest, Machine Bench Press Flat Bench Press Low Cable Crossover Single Arm Dumbbell Bench Press
11051, old 2 2 3 3 1 normal legs, Barbell Squat Lateral Barbell Squat Single Leg Squat Dumbbell Walking Lunge Dumbbell Diagonal Lunge
11052, old 2 2 3 3 1 normal back, Bent Over Dumbbell Row Reverse Grip Lat Pullown Single Arm Lat Pulldown Inverted Pull Up Bent Over Single Arm Long Barbell Row
11053, old 2 2 3 3 1 normal calves, Calf Raise   Standing Smith Machine Calf Raise Seated Single Leg Calf Raise Single Leg Dumbbell Calf Raise Single Leg Calf Press
11054, old 2 2 3 3 2 normal abdominals, Crunch Front Plank (from toes) Side Plank (from knees) Kneeling Ab Rollout
11055, old 2 2 3 3 2 normal triceps, Tricep Pushdown Overhead Rope Cable Tricep Extension Leaning Overhead Tricep Extension Single Arm Triceps Pushdown
11056, old 2 2 3 3 2 normal biceps, Alternating Dumbbell Curl Lying Cable Curl Single Arm Cable Curl Lying Double Biceps Cable Curl
11057, old 2 2 3 3 2 normal shoulders, Seated Dumbbell Rear Delt Raise Dumbbell Twisting Shoulder Press Cable Lateral Raise Single Arm Cable Lateral Raise
11058, old 2 2 3 3 2 normal chest, Dumbbell Push Up Smith Machine Bench Press Flat Bench Press Single Arm Dumbbell Bench Press
11059, old 2 2 3 3 2 normal legs, Barbell Squat Walking Lunge Smith Machine Squat Single Leg Barbell Squat Dumbbell Split Squat
11060, old 2 2 3 3 2 normal back, Standing Cable Row Single Arm Cable Row Standing Single Arm Cable Row V Bar Pull Up Reverse Grip Pull Up
11061, old 2 2 3 3 2 normal calves, Calf Raise   Standing Seated Single Leg Calf Raise Smith Machine Calf Raise Barbell Calf Raise Single Leg Dumbbell Calf Raise
11062, old 2 2 3 3 3 normal abdominals, Bent Knee Crunch Front Plank (from toes) Side Plank (from knees) Kneeling Ab Rollout
11063, old 2 2 3 3 3 normal triceps, Single Arm Towel Triceps Pushdown Rope Triceps Pushdown Leaning Overhead Tricep Extension Bench Dips
11064, old 2 2 3 3 3 normal biceps, Alternating Dumbbell Curl Preacher Single Arm Dumbbell Curl Single Arm Cable Curl Lying Cable Curl
11065, old 2 2 3 3 3 normal shoulders, Single Arm Dumbbell Shoulder Press Cable Front Raise Bent Over Dumbbell Rear Delt Raise Kneeling Single Arm Cable Rear Delt Raise Reverse Incline Dumbbell Rear Delt Raise
11066, old 2 2 3 3 3 normal chest, Pec Deck Flat Bench Press Alternating Dumbbell Bench Press Single Arm Dumbbell Bench Press
11067, old 2 2 3 3 3 normal legs, Reverse Lunge Single Leg Squat Elevated Hip Lift Lateral Barbell Step Up Barbell Walking Lunge
11068, old 2 2 3 3 3 normal back, Bent Over Barbell Row Single Arm Cable Row Bent Over Long Barbell Row V Bar Pull Up Reverse Incline Dumbbell Row
11069, old 2 2 3 3 3 normal calves, Calf Raise   Seated Smith Machine Calf Raise Seated Single Leg Calf Raise Single Leg Calf Press Single Leg Dumbbell Calf Raise
11070, old 2 3 1 1 1 normal abdominals, Crunch Weighted V Up Kneeling Ab Rollout Decline Sit Up   Twist Front Plank (tripod   1 arm and 2 legs or 2 legs and 1 arm)
11071, old 2 3 1 1 1 normal triceps, Lying Single Dumbbell Triceps Extension Overhead Single Arm Cable Tricep Extension Bench Dips Low Cable Triceps Extension
11072, old 2 3 1 1 1 normal biceps, Seated Hammer Curl Cable Curl Preacher Hammer Dumbbell Curl Lying Double Biceps Cable Curl
11073, old 2 3 1 1 1 normal shoulders, Dumbbell Front Raise Single Arm Dumbbell Shoulder Press Cable External Rotation Lying Single Arm Dumbbell Rear Delt Raise
11074, old 2 3 1 1 1 normal chest, Pec Deck Fly Single Arm Dumbbell Bench Press Flat Bench Press Smith Machine Bench Press
11075, old 2 3 1 1 1 normal legs, Lying Machine Squat Lateral Squat Seated Leg Curl Lunge
11076, old 2 3 1 1 1 normal back, Wide Grip Lat Pulldown Bent Over Hammer Dumbbell Row Bent Over Barbell Row Machine Row
11077, old 2 3 1 1 1 normal calves, Calf Raise   Seated Calf Raise   Standing Dumbbell Calf Raise Seated Calf Raise
11078, old 2 3 1 1 2 normal abdominals, Crunch Side Plank (from knees) Front Plank (from toes) Side Plank (from toes) Full Reverse Crunch
11079, old 2 3 1 1 2 normal triceps, Tricep Pushdown Diamond Push Up Lying EZ Bar Triceps Extension Overhead Single Arm Cable Tricep Extension
11080, old 2 3 1 1 2 normal biceps, Single Arm Dumbbell Curl   Incline Bench Rope Cable Curl Lying Cable Curl Preacher Dumbbell Curl
11081, old 2 3 1 1 2 normal shoulders, Lying Single Arm Dumbbell Rear Delt Raise Seated Dumbbell Rear Delt Elbow Raise Bent Over Dumbbell Rear Delt Raise Dumbbell Shoulder Press
11082, old 2 3 1 1 2 normal chest, Kneeling Push Up Low Cable Crossover Single Arm Dumbbell Bench Press Flat Bench Press
11083, old 2 3 1 1 2 normal legs, Lying Leg Curl Lateral Squat Leg Press Barbell Squat
11084, old 2 3 1 1 2 normal back, Superman Hold Lat Pulldown Assisted Pull Up Bent Over Dumbbell Row
11085, old 2 3 1 1 2 normal calves, Calf Raise   Seated Dumbbell Calf Raise Calf Raise   Standing Calf Press
11086, old 2 3 1 1 3 normal abdominals, Bent Knee Crunch Kneeling Ab Rollout Weighted V Up Lying Hip Thrust Medicine Ball V Up
11087, old 2 3 1 1 3 normal triceps, Single Arm Towel Triceps Pushdown Low Cable Triceps Extension Lying EZ Bar Triceps Extension Lying Cable Triceps Extension
11088, old 2 3 1 1 3 normal biceps, Single Arm Barbell Curl Cable Curl Rope Cable Curl Concentration Dumbbell Curl
11089, old 2 3 1 1 3 normal shoulders, Lying Dumbbell Rear Delt Raise Bent Over Dumbbell Rear Delt Raise Cable Front Raise Kneeling Single Arm Cable Rear Delt Raise Reverse Incline Dumbbell Rear Delt Raise
11090, old 2 3 1 1 3 normal chest, Push Up Barbell Bench Press Alternating Dumbbell Bench Press Smith Machine Bench Press
11091, old 2 3 1 1 3 normal legs, Leg Curl Dumbbell Step Up Lunge Lateral Squat
11092, old 2 3 1 1 3 normal back, Quadruped Alternating Superman Close Grip Lat Pulldown One Arm Dumbbell Row Seated Cable Row
11093, old 2 3 1 1 3 normal calves, Calf Press Dumbbell Calf Raise Seated Calf Raise Calf Raise   Seated
11094, old 2 3 1 2 1 normal abdominals, Reverse Crunch Side Plank (from knees) Kneeling Ab Rollout Full Reverse Crunch Bent Knee Medicine Ball Hip Rotation
11095, old 2 3 1 2 1 normal triceps, Overhead Single Arm Dumbbell Tricep Extension Lying Overhead EZ Bar Tricep Extension Bench Dips Leaning Overhead Tricep Extension
11096, old 2 3 1 2 1 normal biceps, Single Arm Barbell Curl Lying Double Biceps Cable Curl EZ Bar Curl Preacher Hammer Dumbbell Curl
11097, old 2 3 1 2 1 normal shoulders, Lying Dumbbell External Rotation Cable External Rotation Front Plate Raise Lying Dumbbell Rear Delt Raise
11098, old 2 3 1 2 1 normal chest, Twisting Dumbbell Bench Press Low Cable Crossover Flat Bench Press Barbell Bench Press
11099, old 2 3 1 2 1 normal legs, Reverse Lunge Lying Alternating Leg Curl Smith Machine Squat Single Leg Squat
11100, old 2 3 1 2 1 normal back, Superman Bent Over Dumbbell Row Seated Row Alternating Superman
11101, old 2 3 1 2 1 normal calves, Calf Press Smith Machine Calf Raise Seated Single Leg Calf Raise Smith Machine Calf Raise
11102, old 2 3 1 2 2 normal abdominals, Alternating Heel Touch Front Plank (from toes) Side Plank (from knees) Cable Chop Bent Knee Medicine Ball Hip Rotation
11103, old 2 3 1 2 2 normal triceps, Overhead Dumbbell Triceps Extension Diamond Push Up Single Arm Triceps Pushdown Leaning Overhead Tricep Extension
11104, old 2 3 1 2 2 normal biceps, Alternating Hammer Curl Concentration Dumbbell Curl Single Arm Cable Curl Preacher Single Arm Dumbbell Curl
11105, old 2 3 1 2 2 normal shoulders, Seated Dumbbell Rear Delt Raise Dumbbell Shoulder Press Single Arm Cable Lateral Raise Cable Front Raise
11106, old 2 3 1 2 2 normal chest, Dumbbell Bench Press Alternating Dumbbell Bench Press Flat Bench Press Single Arm Dumbbell Bench Press
